PODER,SECTOR,DEPARTAMENTO,PROVINCIA,DISTRITO,ENTIDAD
Municipalidades,Otros,Ayacucho,CANGALLO,MARIA PARADO DE BELLIDO,Municipalidad Distrital de María Parado de Bellido
Municipalidades,Otros,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,Municipalidad Distrital de Mariano Damaso Beraun (MD-MDBERAUN)
Municipalidades,Otros,Arequipa,CAMANA,MARIANO NICOLAS VALCARCEL,Municipalidad Distrital de Mariano Nicolás Varcálcer
Municipalidades,Otros,HUANUCO,DOS DE MAYO,MARIAS,Municipalidad Distrital de Marías (MD-MARIAS)
Municipalidades,Otros,LIMA,HUAROCHIRI,MARIATANA,Municipalidad Distrital de Mariatana (MD - MARIATANA)
Municipalidades,Otros,Amazonas,RODRIGUEZ DE MENDO,MARISCAL BENAVIDES,Municipalidad Distrital de Mariscal Benavides (MD-MBENAVIDES)
Municipalidades,Otros,Arequipa,CAMANA,MARISCAL CACERES,Municipalidad Distrital de Mariscal Cáceres (MDMC)
Municipalidades,Otros,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,Municipalidad Distrital de Mariscal Cáceres - Huancavelica (MD-MARISCAL CACERES)
Municipalidades,Otros,JUNIN,CONCEPCION,MARISCAL CASTILLA,Municipalidad Distrital de Mariscal Castilla (MDMC)
Municipalidades,Otros,ANCASH,HUARI,MASIN,Municipalidad Distrital de Masin
Municipalidades,Otros,UCAYALI,CORONEL PORTILLO,MASISEA,Municipalidad Distrital de Masisea (MDM)
Municipalidades,Otros,JUNIN,JAUJA,MASMA,Municipalidad Distrital de Masma
Municipalidades,Otros,JUNIN,JAUJA,MASMA CHICCHE,Municipalidad Distrital de Masma Chicche
Municipalidades,Otros,ANCASH,YUNGAY,MATACOTO,Municipalidad Distrital de Matacoto (MDM/A)
Municipalidades,Otros,JUNIN,CONCEPCION,MATAHUASI,Municipalidad Distrital de Matahuasi
Municipalidades,Otros,MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,Municipalidad Distrital de Matalaque (MD - MATALAQUE)
Municipalidades,Otros,TUMBES,ZARUMILLA,MATAPALO,Municipalidad Distrital de Matapalo
Municipalidades,Otros,Cajamarca,CAJAMARCA,MATARA,Municipalidad Distrital de Matara (MDMatara)
Municipalidades,Otros,Ancash,HUAYLAS,MATO,Municipalidad Distrital de Mato (MD-MATO)
Municipalidades,Otros,JUNIN,SATIPO,MAZAMARI,Municipalidad Distrital de Mazamari (MD-MAZAMARI)
Municipalidades,Otros,LORETO,MAYNAS,MAZAN,Municipalidad Distrital de Mazan (munimazan)
Municipalidades,Otros,CUSCO,LA CONVENCION,MEGANTONI,Municipalidad Distrital de Megantoni (MDM)
Municipalidades,Otros,Arequipa,ISLAY,MEJIA,Municipalidad Distrital de Mejia (MD-Mejia)
Municipalidades,Otros,CALLAO,CALLAO,NULL,Municipalidad Distrital de Mi Perú (MDMP)
Municipalidades,Otros,Apurimac,GRAU,MICAELA BASTIDAS,Municipalidad Distrital de Micaela Bastidas
Municipalidades,Otros,PIURA,SULLANA,MIGUEL CHECA,Municipalidad Distrital de Miguel Checa (MD-MIGUEL CHECA)
Municipalidades,Otros,Cajamarca,CELENDIN,MIGUEL IGLESIAS,Municipalidad Distrital de Miguel Iglesias
Municipalidades,Otros,AMAZONAS,RODRIGUEZ DE MENDO,MILPUC,Municipalidad Distrital de Milpuc (MD-MILPUC)
Municipalidades,Otros,Cajamarca,CHOTA,MIRACOSTA,Municipalidad Distrital de Miracosta
Municipalidades,Otros,Arequipa,AREQUIPA,MIRAFLORES,Municipalidad Distrital de Miraflores - AREQUIPA (MDM)
Municipalidades,Otros,HUANUCO,HUAMALIES,MIRAFLORES,Municipalidad Distrital de Miraflores - HUANUCO
Municipalidades,Otros,LIMA,LIMA,MIRAFLORES,Municipalidad Distrital de Miraflores - LIMA (MDMiraflores)
Municipalidades,Otros,Ancash,ANTONIO RAYMONDI,MIRGAS,Municipalidad Distrital de Mirgas
Municipalidades,Otros,JUNIN,CONCEPCION,MITO,Municipalidad Distrital de Mito (MDM)
Municipalidades,Otros,LA LIBERTAD,TRUJILLO,MOCHE,Municipalidad Distrital de Moche (MD-Moche)
Municipalidades,Otros,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,Municipalidad Distrital de Mochumi (MD - MOCHUMI)
Municipalidades,Otros,HUANUCO,PACHITEA,MOLINO,Municipalidad Distrital de Molino (MD-MOLINO)
Municipalidades,Otros,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,Municipalidad Distrital de Molinopampa (MD-MOLINOPAMPA)
Municipalidades,Otros,JUNIN,JAUJA,MOLINOS,Municipalidad Distrital de Molinos (MDM)
Municipalidades,Otros,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEBAMBA,Municipalidad Distrital de Mollebamba
Municipalidades,Otros,AREQUIPA,AREQUIPA,MOLLEBAYA,Municipalidad Distrital de Mollebaya (MD - MOLLEBAYA)
Municipalidades,Otros,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,Municipalidad Distrital de Mollepampa (MD-MOLLEPAMPA)
Municipalidades,Otros,Cusco,ANTA,MOLLEPATA,Municipalidad Distrital de Mollepata
Municipalidades,Otros,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,Municipalidad Distrital de Mollepata - La Libertad (MDM)
Municipalidades,Otros,JUNIN,JAUJA,MONOBAMBA,Municipalidad Distrital de Monobamba (MD - MONOBAMBA)
Municipalidades,Otros,LAMBAYEQUE,CHICLAYO,MONSEFU,Municipalidad Distrital de Monsefú (MDM)
Municipalidades,Otros,PIURA,AYABACA,MONTERO,Municipalidad Distrital de Montero (MD - MONTERO)
Municipalidades,Otros,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,Municipalidad Distrital de Montevideo (MD-MONTEVIDEO)
Municipalidades,Otros,HUANUCO,HUAMALIES,MONZON,Municipalidad Distrital de Monzon (MD-MONZON)
Municipalidades,Otros,SAN MARTIN,SAN MARTIN,MORALES,Municipalidad Distrital de Morales (MDMorales)
Municipalidades,Otros,Ayacucho,SUCRE,MORCOLLA,Municipalidad Distrital de Morcolla (M D M )
Municipalidades,Otros,ANCASH,SANTA,MORO,Municipalidad Distrital de Moro (MDM)
Municipalidades,Otros,JUNIN,YAULI,MOROCOCHA,Municipalidad Distrital de Morococha (mdmorococha)
Municipalidades,Otros,LORETO,Datem del Maranón,Morona,Municipalidad Distrital de Morona (MD-MORONA)
Municipalidades,Otros,LAMBAYEQUE,LAMBAYEQUE,MORROPE,Municipalidad Distrital de Morrope (MDM)
Municipalidades,Otros,PIURA,MORROPON,MORROPON,Municipalidad Distrital de Morropón (MD - MORROPON)
Municipalidades,Otros,Cusco,ACOMAYO,MOSOC LLACTA,Municipalidad Distrital de Mosoc Llacta
Municipalidades,Otros,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,Municipalidad Distrital de Motupe (MD - MOTUPE)
Municipalidades,Otros,HUANCAVELICA,HUANCAVELICA,MOYA,Municipalidad Distrital de Moya (MD-MOYA)
Municipalidades,Otros,PUNO,AZANGARO,MUÑANI,Municipalidad Distrital de Muñani
Municipalidades,Otros,JUNIN,JAUJA,MUQUI,Municipalidad Distrital de Muqui
Municipalidades,Otros,JUNIN,JAUJA,MUQUIYAUYO,Municipalidad Distrital de Muquiyauyo
Municipalidades,Otros,Ancash,MARISCAL LUZURIAGA,MUSGA,Municipalidad Distrital de Musga
Municipalidades,Otros,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,Municipalidad Distrital de Ñahuimpuquio (MD-ÑAHUIMPUQUIO)
Municipalidades,Otros,Cajamarca,SAN IGNACIO,NAMBALLE,Municipalidad Distrital de Namballe (MD - NAMBALLE)
Municipalidades,Otros,Cajamarca,CAJAMARCA,NAMORA,Municipalidad Distrital de Namora
Municipalidades,Otros,Cajamarca,SAN MIGUEL,NANCHOC,Municipalidad Distrital de Nanchoc (MDN)
Municipalidades,Otros,LORETO,MAYNAS,NAPO,Municipalidad Distrital de Napo (MDN)
Municipalidades,Otros,LIMA,OYON,NAVAN,Municipalidad Distrital de Navan
Municipalidades,Otros,ANCASH,SANTA,NEPEÑA,Municipalidad Distrital de Nepeña (MDN)
Municipalidades,Otros,PUNO,LAMPA,NICASIO,Municipalidad Distrital de Nicasio (MDN)
Municipalidades,Otros,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,Municipalidad Distrital de Nicolas de Pierola (MDNP)
Municipalidades,Otros,Cajamarca,SAN MIGUEL,NIEPOS,Municipalidad Distrital de Niepos
Municipalidades,Otros,CAJAMARCA,SANTA CRUZ,NINABAMBA,Municipalidad Distrital de Ninabamba (MD-NINABAMBA)
Municipalidades,Otros,PASCO,PASCO,NINACACA,Municipalidad Distrital de Ninacaca (MD-NINACACA)
Municipalidades,Otros,LAMBAYEQUE,CHICLAYO,NUEVA ARICA,Municipalidad Distrital de Nueva Arica
Municipalidades,Otros,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,Municipalidad Distrital de Nueva Cajamarca (MDNC)
Municipalidades,Otros,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,Municipalidad Distrital de Nueva Requena (MDNR)
Municipalidades,Otros,JUNIN,CONCEPCION,NUEVE DE JULIO,Municipalidad Distrital de Nueve de Julio
Municipalidades,Otros,ANCASH,SANTA,NUEVO CHIMBOTE,Municipalidad Distrital de Nuevo Chimbote (MD - NVOCHIMBOTE)
Municipalidades,Otros,LIMA,CAÑETE,NUEVO IMPERIAL,MUNICIPALIDAD DISTRITAL DE NUEVO IMPERIAL (MDNI)
Municipalidades,Otros,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,Municipalidad Distrital de Nuevo Occoro (MD-NUEVO OCCORO)
Municipalidades,Otros,SAN MARTIN,TOCACHE,NUEVO PROGRESO,Municipalidad Distrital de Nuevo Progreso (MDNP)
Municipalidades,Otros,PUNO,MELGAR,NUÑOA,Municipalidad Distrital de Nuñoa (MD - NUÑOA)
Municipalidades,Otros,HUANUCO,YAROWILCA,OBAS,Municipalidad Distrital de Obas (MD-OBAS)
Municipalidades,Otros,AMAZONAS,LUYA,OCALLI,Municipalidad Distrital de Ocalli (MD-OCALLI)
Municipalidades,Otros,Ayacucho,LUCANAS,OCAÑA,Municipalidad Distrital de Ocaña (MD - OCAÑA)
Municipalidades,Otros,Apurimac,CHINCHEROS,OCOBAMBA,Municipalidad Distrital de Ocobamba - Apurimac (MD - OCOBAMBA)
Municipalidades,Otros,Cusco,LA CONVENCION,OCOBAMBA,Municipalidad Distrital de Ocobamba - La Convencion - Cusco (MDO)
Municipalidades,Otros,Arequipa,CAMANA,OCOÑA,Municipalidad Distrital de Ocoña
Municipalidades,Otros,Cusco,QUISPICANCHI,OCONGATE,Municipalidad Distrital de Ocongate (MDO)
Municipalidades,Otros,Cusco,ESPINAR,OCORURO,Municipalidad Distrital de Ocoruro
Municipalidades,Otros,HUANCAVELICA,HUAYTARA,OCOYO,Municipalidad Distrital de Ocoyo (MD-OCOYO)
Municipalidades,Otros,Ayacucho,HUAMANGA,OCROS,Municipalidad Distrital de Ocros (MDOCROS)
Municipalidades,Otros,ICA,ICA,OCUCAJE,Municipalidad Distrital de Ocucaje
Municipalidades,Otros,Amazonas,LUYA,OCUMAL,Municipalidad Distrital de Ocumal (MD-OCUMAL)
Municipalidades,Otros,PUNO,LAMPA,OCUVIRI,Municipalidad Distrital de Ocuviri
Municipalidades,Otros,Cusco,URUBAMBA,OLLANTAYTAMBO,Municipalidad Distrital de Ollantaytambo
Municipalidades,Otros,PUNO,YUNGUYO,OLLARAYA,Municipalidad Distrital de Ollaraya (muniollaraya)
Municipalidades,Otros,AMAZONAS,CHACHAPOYAS,OLLEROS,Municipalidad Distrital de Olleros - Amazonas (MD-OLLEROS)
Municipalidades,Otros,Ancash,HUARAZ,OLLEROS,Municipalidad Distrital de Olleros - Ancash (MD-OLLEROS)
Municipalidades,Otros,LAMBAYEQUE,LAMBAYEQUE,OLMOS,Municipalidad Distrital de Olmos (MDO)
Municipalidades,Otros,Cusco,PARURO,OMACHA,Municipalidad Distrital de Omacha
Municipalidades,Otros,LIMA,YAUYOS,OMAS,Municipalidad Distrital de Omas (MDO)
Municipalidades,Otros,Amazonas,RODRIGUEZ DE MENDO,OMIA,Municipalidad Distrital de Omia (MD-OMIA)
Municipalidades,Otros,JUNIN,JUNIN,ONDORES,Municipalidad Distrital de Ondores (MDO)
Municipalidades,Otros,LA LIBERTAD,PATAZ,ONGON,Municipalidad Distrital de Ongon
Municipalidades,Otros,Apurimac,CHINCHEROS,ONGOY,Municipalidad Distrital de Ongoy (Muniongoy)
Municipalidades,Otros,Arequipa,CASTILLA,ORCOPAMPA,Municipalidad Distrital de Orcopampa (MDO)
Municipalidades,Otros,JUNIN,CONCEPCION,ORCOTUNA,Municipalidad Distrital de Orcotuna (MDO)
Municipalidades,Otros,Cusco,QUISPICANCHI,OROPESA,Municipalidad Distrital de Oropesa (MDO)
Municipalidades,Otros,Apurimac,ANTABAMBA,OROPESA,Municipalidad Distrital de Oropesa - Apurimac (MD - OROPESA)
Municipalidades,Otros,PUNO,MELGAR,ORURILLO,Municipalidad Distrital de Orurillo (MDOrurillo)
Municipalidades,Otros,Ayacucho,LUCANAS,OTOCA,Municipalidad Distrital de Otoca
Municipalidades,Otros,Cajamarca,CELENDIN,OXAMARCA,Municipalidad Distrital de Oxamarca
Municipalidades,Otros,Ayacucho,PAUCAR DEL SARA SARA,OYOLO,Municipalidad Distrital de Oyolo (MDO)
Municipalidades,Otros,LAMBAYEQUE,CHICLAYO,OYOTUN,Municipalidad Distrital de Oyotun (MDO)
Municipalidades,Otros,JUNIN,JAUJA,PACA,Municipalidad Distrital de Paca (MDP)
Municipalidades,Otros,PIURA,AYABACA,PACAIPAMPA,Municipalidad Distrital de Pacaipampa (MD - PACAIPAMPA)
Municipalidades,Otros,LA LIBERTAD,CHEPEN,PACANGA,Municipalidad Distrital de Pacanga (MDP)
Municipalidades,Otros,Ayacucho,PARINACOCHAS,PACAPAUSA,Municipalidad Distrital de Pacapausa
Municipalidades,Otros,LIMA,CAÑETE,PACARAN,Municipalidad Distrital de Pacaran (MDP)
Municipalidades,Otros,LIMA,HUARAL,PACARAOS,Municipalidad Distrital de Pacaraos
Municipalidades,Otros,LA LIBERTAD,PACASMAYO,PACASMAYO,Municipalidad Distrital de Pacasmayo (M.D.P.)
Municipalidades,Otros,Ayacucho,HUAMANGA,PACAYCASA,Municipalidad Distrital de Pacaycasa (MDPACAYCASA)
Municipalidades,Otros,Cusco,PARURO,PACCARITAMBO,Municipalidad Distrital de Paccaritambo
Municipalidades,Otros,JUNIN,YAULI,PACCHA,Municipalidad Distrital de Paccha (MDP)
Municipalidades,Otros,Cajamarca,CHOTA,PACCHA,Municipalidad Distrital de Paccha - Cajamarca (MD - PACCHA)
Municipalidades,Otros,JUNIN,JAUJA,PACCHA,Municipalidad Distrital de Paccha - Junin (MD - PACCHA)
Municipalidades,Otros,LIMA,HUAURA,PACCHO,Municipalidad Distrital de Paccho (MD-PACCHO)
Municipalidades,Otros,LIMA,LIMA,PACHACAMAC,Municipalidad Distrital de Pachacámac (MDPACHACAMAC)
Municipalidades,Otros,Apurimac,ANTABAMBA,PACHACONAS,Municipalidad Distrital de Pachaconas (MDPachaconas)
Municipalidades,Otros,ICA,ICA,PACHACUTEC,Municipalidad Distrital de Pachacutec
Municipalidades,Otros,HUANCAVELICA,CHURCAMPA,PACHAMARCA,Municipalidad Distrital de Pachamarca (MD-PACHAMARCA)
Municipalidades,Otros,LIMA,OYON,PACHANGARA,Municipalidad Distrital de Pachangara - Churin (MDPachangara)
Municipalidades,Otros,HUANUCO,DOS DE MAYO,PACHAS,Municipalidad Distrital de Pachas (MD-PACHAS)
Municipalidades,Otros,TACNA,TACNA,PACHIA,Municipalidad Distrital de Pachia- Tacna. (MDP)
Municipalidades,Otros,SAN MARTIN,MARISCAL CACERES,PACHIZA,Municipalidad Distrital de Pachiza
Municipalidades,Otros,Ancash,BOLOGNESI,PACLLON,Municipalidad Distrital de Pacllon (MD-PACLLON)
Municipalidades,Otros,Apurimac,ANDAHUAYLAS,PACOBAMBA,Municipalidad Distrital de Pacobamba (MDPacobamba)
Municipalidades,Otros,MOQUEGUA,ILO,PACOCHA,Municipalidad Distrital de Pacocha (MD - PACOCHA)
Municipalidades,Otros,LAMBAYEQUE,LAMBAYEQUE,PACORA,Municipalidad Distrital de Pacora (MD-Pacora)
Municipalidades,Otros,Apurimac,ANDAHUAYLAS,PACUCHA,Municipalidad Distrital de Pacucha (MDP)
Municipalidades,Otros,LORETO,UCAYALI,PADRE MARQUEZ,Municipalidad Distrital de Padre Márquez (MDPM)
Municipalidades,Otros,Ayacucho,SUCRE,PAICO,Municipalidad Distrital de Paico
Municipalidades,Otros,LA LIBERTAD,ASCOPE,PAIJAN,Municipalidad Distrital de Paiján (MD - PAIJAN)
Municipalidades,Otros,PIURA,AYABACA,PAIMAS,Municipalidad Distrital de Paimas (MD-Paimas)
Municipalidades,Otros,SAN MARTIN,MARISCAL CACERES,PAJARILLO,Municipalidad Distrital de Pajarillo
Municipalidades,Otros,JUNIN,TARMA,PALCA,Municipalidad Distrital de Palca (MD-PALCA)
Municipalidades,Otros,HUANCAVELICA,HUANCAVELICA,PALCA,Municipalidad Distrital de Palca - Huancavelica (MD-PALCA)
Municipalidades,Otros,PUNO,LAMPA,PALCA,Municipalidad Distrital de Palca - Puno (MD-PALCA)
Municipalidades,Otros,TACNA,TACNA,PALCA,Municipalidad Distrital de Palca - Tacna (MD-PALCA)
Municipalidades,Otros,JUNIN,TARMA,PALCAMAYO,Municipalidad Distrital de Palcamayo (MD-Palcamayo)
Municipalidades,Otros,PASCO,OXAPAMPA,PALCAZU,Municipalidad Distrital de Palcazu (MD-PALCAZU)
Municipalidades,Otros,PASCO,PASCO,PALLANCHACRA,Municipalidad Distrital de Pallanchacra (MD-PALLANCHACRA)
Municipalidades,Otros,ANCASH,PALLASCA,PALLASCA,Municipalidad Distrital de Pallasca (MD-PALLASCA)
Municipalidades,Otros,Cusco,ESPINAR,PALLPATA,Municipalidad Distrital de Pallpata (MD-PALLPATA)
Municipalidades,Otros,JUNIN,SATIPO,PAMPA HERMOSA,Municipalidad Distrital de Pampa Hermosa SATIPO (MDPH)
Municipalidades,Otros,LORETO,UCAYALI,PAMPA HERMOSA,Municipalidad Distrital de Pampa Hermosa UCAYALI (MDPH)
Municipalidades,Otros,Apurimac,ANDAHUAYLAS,PAMPACHIRI,Municipalidad Distrital de Pampachiri
Municipalidades,Otros,Arequipa,CASTILLA,PAMPACOLCA,Municipalidad Distrital de Pampacolca
Municipalidades,Otros,Arequipa,LA UNION,PAMPAMARCA,Municipalidad Distrital de Pampamarca - Arequipa (MD - PAMPAMARCA)
Municipalidades,Otros,Cusco,CANAS,PAMPAMARCA,Municipalidad Distrital de Pampamarca - Cusco (MD-PAMPAMARCA)
Municipalidades,Otros,HUANUCO,YAROWILCA,PAMPAMARCA,Municipalidad Distrital de Pampamarca - Huanuco (MD-PAMPAMARCA)
Municipalidades,Otros,Ancash,HUAYLAS,PAMPAROMAS,Municipalidad Distrital de Pamparomas (MD-Pamparomas)
Municipalidades,Otros,Ancash,PALLASCA,PAMPAS,Municipalidad Distrital de Pampas - Ancash (MD-PAMPAS)
Municipalidades,Otros,ANCASH,RECUAY,PAMPAS CHICO,Municipalidad Distrital de Pampas Chico (MDPCh)
Municipalidades,Otros,TUMBES,TUMBES,PAMPAS DE HOSPITAL,Municipalidad Distrital de Pampas de Hospital
Municipalidades,Otros,JUNIN,JAUJA,PANCAN,Municipalidad Distrital de Pancan
Municipalidades,Otros,JUNIN,SATIPO,PANGOA,Municipalidad Distrital de Pangoa (MDPangoa)
Municipalidades,Otros,SAN MARTIN,SAN MARTIN,PAPAPLAYA,Municipalidad Distrital de Papaplaya (MDPapaplaya)
Municipalidades,Otros,TUMBES,ZARUMILLA,PAPAYAL,Municipalidad Distrital de Papayal (MDPapayal)
Municipalidades,Otros,ICA,PISCO,PARACAS,Municipalidad Distrital de Paracas (muniparacas)
Municipalidades,Otros,LIMA,BARRANCA,PARAMONGA,Municipalidad Distrital de Paramonga (MDP)
Municipalidades,Otros,LA LIBERTAD,OTUZCO,PARANDAY,Municipalidad Distrital de Paranday
Municipalidades,Otros,Ayacucho,PAUCAR DEL SARA SARA,PARARCA,Municipalidad Distrital de Pararca (MDPararca)
Municipalidades,Otros,ANCASH,RECUAY,PARARIN,Municipalidad Distrital de Pararín (MD-PARARIN)
Municipalidades,Otros,Ayacucho,CANGALLO,PARAS,Municipalidad Distrital de Paras (MDP)
Municipalidades,Otros,PUNO,LAMPA,PARATIA,Municipalidad Distrital de Paratia (MUNI PARATIA)
Municipalidades,Otros,JUNIN,JAUJA,PARCO,Municipalidad Distrital de Parco
Municipalidades,Otros,ICA,ICA,PARCONA,Municipalidad Distrital de Parcona (MD - PARCONA)
Municipalidades,Otros,LA LIBERTAD,PATAZ,PARCOY,Municipalidad Distrital de Parcoy (MDP)
Municipalidades,Otros,SAN MARTIN,RIOJA,PARDO MIGUEL,Municipalidad Distrital de Pardo Miguel (MDPM-N)
Municipalidades,Otros,Ancash,HUARAZ,PARIACOTO,Municipalidad Distrital de Pariacoto (MD-PARIACOTO)
Municipalidades,Otros,ANCASH,CARHUAZ,PARIAHUANCA,Municipalidad Distrital de Pariahuanca (MDPariahuanca)
Municipalidades,Otros,JUNIN,HUANCAYO,PARIAHUANCA,Municipalidad Distrital de Pariahuanca - Junin (MD - PARIAHUANCA)
Municipalidades,Otros,LORETO,LORETO,PARINARI,Municipalidad Distrital de Parinari (MDP)
Municipalidades,Otros,ANCASH,POMABAMBA,PAROBAMBA,Municipalidad Distrital de Parobamba
Municipalidades,Otros,LORETO,Datem del Maranón,Pastaza,Municipalidad Distrital de Pastaza (MD-PASTAZA)
Municipalidades,Otros,PUNO,SANDIA,PATAMBUCO,Municipalidad Distrital de Patambuco (MDPatambuco)
Municipalidades,Otros,LAMBAYEQUE,CHICLAYO,PATAPO,Municipalidad Distrital de Patapo (MD Pátapo)
Municipalidades,Otros,Apurimac,GRAU,PATAYPAMPA,Municipalidad Distrital de Pataypampa
Municipalidades,Otros,LA LIBERTAD,PATAZ,PATAZ,Municipalidad Distrital de Pataz (MD-PATAZ)
Municipalidades,Otros,LIMA,BARRANCA,PATIVILCA,Municipalidad Distrital de Pativilca (MDP)
Municipalidades,Otros,PASCO,DANIEL ALCIDES CARRION,PAUCAR,Municipalidad Distrital de Paucar (MD-PAUCAR)
Municipalidades,Otros,HUANCAVELICA,ACOBAMBA,PAUCARA,Municipalidad Distrital de Paucara (MDP)
Municipalidades,Otros,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,Municipalidad Distrital de Paucarbamba (MD-PAUCARBAMBA)
Municipalidades,Otros,PUNO,PUNO,PAUCARCOLLA,Municipalidad Distrital de Paucarcolla
Municipalidades,Otros,Arequipa,AREQUIPA,PAUCARPATA,Municipalidad Distrital de Paucarpata (MDP-PAUCARPATA)
Municipalidades,Otros,PASCO,PASCO,PAUCARTAMBO,Municipalidad Distrital de Paucartambo (MD-PAUCARTAMBO)
Municipalidades,Otros,ANCASH,HUARI,PAUCAS,Municipalidad Distrital de Paucas (MDP)
Municipalidades,Otros,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,Municipalidad Distrital de Pausa (MDPausa)
Municipalidades,Otros,HUANCAVELICA,TAYACAJA,PAZOS,Municipalidad Distrital de Pazos (MD-PAZOS)
Municipalidades,Otros,LORETO,MARISCAL RAMON CASTILLA,PEBAS,Municipalidad Distrital de Pebas (MD-Pebas)
Municipalidades,Otros,PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,Municipalidad Distrital de Pedro Vilca Apaza
Municipalidades,Otros,JUNIN,CHANCHAMAYO,PERENE,Municipalidad Distrital de Perene (MDP)
Municipalidades,Otros,PUNO,SANDIA,PHARA,Municipalidad Distrital de Phara
Municipalidades,Otros,LA LIBERTAD,PATAZ,PIAS,Municipalidad Distrital de Pias (MDPIAS)
Municipalidades,Otros,PUNO,PUNO,PICHACANI,Municipalidad Distrital de Pichacani (MD - PICHACANI)
Municipalidades,Otros,JUNIN,CHANCHAMAYO,PICHANAQUI,Municipalidad Distrital de Pichanaqui (MDP)
Municipalidades,Otros,Cusco,LA CONVENCION,PICHARI,Municipalidad Distrital de Pichari (MDPichari)
Municipalidades,Otros,Cusco,ESPINAR,PICHIGUA,Municipalidad Distrital de Pichigua (MD-PICHIGUA)
Municipalidades,Otros,Apurimac,ABANCAY,PICHIRHUA,Municipalidad Distrital de Pichirhua
Municipalidades,Otros,LAMBAYEQUE,CHICLAYO,PICSI,Municipalidad Distrital de Picsi (munipicsi)
Municipalidades,Otros,HUANCAVELICA,HUANCAVELICA,PILCHACA,Municipalidad Distrital de Pilchaca (MD-PILCHACA)
Municipalidades,Otros,JUNIN,HUANCAYO,NULL,Municipalidad Distrital de Pilcomayo (MDP)
Municipalidades,Otros,PUNO,EL COLLAO,PILCUYO,Municipalidad Distrital de Pilcuyo (MDP)
Municipalidades,Otros,HUANUCO,HUANUCO,PILLCO MARCA,Municipalidad Distrital de Pillco Marca (MDPM)
Municipalidades,Otros,Cusco,PARURO,PILLPINTO,Municipalidad Distrital de Pillpinto (MDP)
Municipalidades,Otros,SAN MARTIN,PICOTA,PILLUANA,Municipalidad Distrital de Pilluana (MDP)
Municipalidades,Otros,HUANCAVELICA,HUAYTARA,PILPICHACA,Municipalidad Distrital de Pilpichaca (MDPilpichaca)
Municipalidades,Otros,LAMBAYEQUE,CHICLAYO,PIMENTEL,Municipalidad Distrital de Pimentel (MD - PIMENTEL)
Municipalidades,Otros,Cajamarca,CUTERVO,PIMPINGOS,Municipalidad Distrital de Pimpingos
Municipalidades,Otros,HUANUCO,HUACAYBAMBA,PINRA,Municipalidad Distrital de Pinra (MDP)
Municipalidades,Otros,SAN MARTIN,LAMAS,PINTO RECODO,Municipalidad Distrital de Pinto Recodo
Municipalidades,Otros,Cajamarca,CHOTA,PION,Municipalidad Distrital de Pion
Municipalidades,Otros,Ancash,HUARAZ,PIRA,Municipalidad Distrital de Pira (MDPira)
Municipalidades,Otros,Cusco,CALCA,PISAC,Municipalidad Distrital de Pisac (MDP)
Municipalidades,Otros,PUNO,CHUCUITO,PISACOMA,Municipalidad Distrital de Pisacoma (MDPisacoma)
Municipalidades,Otros,SAN MARTIN,HUALLAGA,PISCOYACU,Municipalidad Distrital de Piscoyacu
Municipalidades,Otros,Amazonas,LUYA,PISUQUIA,Municipalidad Distrital de Pisuquia (MD-PISUQUIA)
Municipalidades,Otros,LAMBAYEQUE,FERREÑAFE,PITIPO,Municipalidad Distrital de Pitipo (MDPitipo)
Municipalidades,Otros,Cusco,CANCHIS,PITUMARCA,Municipalidad Distrital de Pitumarca (MD - PITUMARCA)
Municipalidades,Otros,PUNO,PUNO,PLATERIA,Municipalidad Distrital de Plateria
Municipalidades,Otros,Apurimac,AYMARAES,POCOHUANCA,Municipalidad Distrital de Pocohuanca (MDPocohuanca)
